Time (UTC),Open,High,Low,Close,Volume 
2007.05.02 09:00:00,0.82573,0.82653,0.82433,0.82563,1839.84
2007.05.02 13:00:00,0.82563,0.82623,0.82483,0.82503,639.89
2007.05.02 17:00:00,0.82493,0.82513,0.82433,0.82443,422.58
2007.05.02 21:00:00,0.82433,0.82523,0.82433,0.82493,378.14
2007.05.03 01:00:00,0.82493,0.82573,0.82323,0.82503,842.32
2007.05.03 05:00:00,0.82503,0.82593,0.82403,0.82403,768.9
2007.05.03 09:00:00,0.82403,0.82443,0.82243,0.82413,1265.94
2007.05.03 13:00:00,0.82413,0.82443,0.82293,0.82403,369.76
2007.05.03 17:00:00,0.82393,0.82403,0.82223,0.82243,467.5
2007.05.03 21:00:00,0.82243,0.82253,0.81713,0.81923,1742.69
2007.05.04 01:00:00,0.81913,0.82023,0.81813,0.81903,1392.59
2007.05.04 05:00:00,0.81903,0.82113,0.81743,0.82043,1713.11
2007.05.04 09:00:00,0.82053,0.82193,0.81963,0.82053,1341.37
2007.05.04 13:00:00,0.82043,0.82173,0.82013,0.82153,442.04
2007.05.04 17:00:00,0.82153,0.82153,0.82153,0.82153,0
2007.05.06 21:00:00,0.82493,0.82533,0.82433,0.82463,476.46
2007.05.07 01:00:00,0.82473,0.82523,0.82413,0.82483,676.52
2007.05.07 05:00:00,0.82473,0.82653,0.82463,0.82633,952.26
2007.05.07 09:00:00,0.82613,0.82663,0.82463,0.82513,733.21
2007.05.07 13:00:00,0.82513,0.82553,0.82453,0.82483,674.71
2007.05.07 17:00:00,0.82493,0.82553,0.82433,0.82533,365.93
2007.05.07 21:00:00,0.82543,0.83083,0.82533,0.83023,1398.56
2007.05.08 01:00:00,0.83033,0.83103,0.82873,0.82973,1345.55
2007.05.08 05:00:00,0.82973,0.82993,0.82783,0.82903,1291.15
2007.05.08 09:00:00,0.82903,0.82973,0.82673,0.82863,1452.51
2007.05.08 13:00:00,0.82843,0.82943,0.82763,0.82923,632.07
2007.05.08 17:00:00,0.82923,0.82943,0.82663,0.82793,746.39
2007.05.08 21:00:00,0.82803,0.82923,0.82763,0.82883,598.81
2007.05.09 01:00:00,0.82893,0.82973,0.82813,0.82863,1111.99
2007.05.09 05:00:00,0.82853,0.82953,0.82793,0.82953,718.88
2007.05.09 09:00:00,0.82943,0.83073,0.82833,0.82933,1575.24
2007.05.09 13:00:00,0.82933,0.82933,0.82733,0.82783,902.8
2007.05.09 17:00:00,0.82773,0.82833,0.82733,0.82833,432.45
2007.05.09 21:00:00,0.82843,0.83253,0.82823,0.83203,1073.51
2007.05.10 01:00:00,0.83213,0.83363,0.83163,0.83283,1306.45
2007.05.10 05:00:00,0.83283,0.83353,0.83143,0.83253,1719.54
2007.05.10 09:00:00,0.83243,0.83323,0.82873,0.82903,1661.18
2007.05.10 13:00:00,0.82913,0.82943,0.82643,0.82703,870.37
2007.05.10 17:00:00,0.82703,0.82723,0.82313,0.82583,1290.91
2007.05.10 21:00:00,0.82603,0.82873,0.82593,0.82843,731.88
2007.05.11 01:00:00,0.82853,0.83083,0.82813,0.82833,1538.85
2007.05.11 05:00:00,0.82843,0.83153,0.82793,0.83143,1767.09
2007.05.11 09:00:00,0.83143,0.83293,0.83093,0.83153,1792.49
2007.05.11 13:00:00,0.83163,0.83243,0.83133,0.83173,358.32
2007.05.11 17:00:00,0.83173,0.83173,0.83173,0.83173,0
2007.05.13 21:00:00,0.83383,0.83403,0.83273,0.83333,371.8
2007.05.14 01:00:00,0.83323,0.83483,0.83293,0.83383,969.19
2007.05.14 05:00:00,0.83373,0.83453,0.83243,0.83273,895.38
2007.05.14 09:00:00,0.83273,0.83373,0.83233,0.83323,1035.82
2007.05.14 13:00:00,0.83323,0.83343,0.83213,0.83233,471.09
2007.05.14 17:00:00,0.83223,0.83293,0.83193,0.83243,379.12
2007.05.14 21:00:00,0.83243,0.83303,0.83213,0.83263,428.65
2007.05.15 01:00:00,0.83253,0.83333,0.83103,0.83173,1207.65
2007.05.15 05:00:00,0.83183,0.83343,0.83143,0.83283,1024.93
2007.05.15 09:00:00,0.83313,0.83493,0.83043,0.83473,1450.95
2007.05.15 13:00:00,0.83493,0.83493,0.83243,0.83393,599.78
2007.05.15 17:00:00,0.83403,0.83453,0.83323,0.83373,428.63
2007.05.15 21:00:00,0.83373,0.83393,0.83123,0.83273,954.84
2007.05.16 01:00:00,0.83263,0.83283,0.83073,0.83083,1051.2
2007.05.16 05:00:00,0.83083,0.83143,0.82833,0.82883,1555.19
2007.05.16 09:00:00,0.82893,0.82903,0.82373,0.82433,2552.67
2007.05.16 13:00:00,0.82433,0.82463,0.82363,0.82433,563.56
2007.05.16 17:00:00,0.82433,0.82673,0.82333,0.82653,896.17
2007.05.16 21:00:00,0.82663,0.82703,0.82573,0.82673,480.84
2007.05.17 01:00:00,0.82663,0.82703,0.82453,0.82583,983.65
2007.05.17 05:00:00,0.82583,0.82603,0.82123,0.82143,1232.45
2007.05.17 09:00:00,0.82133,0.82293,0.82043,0.82273,1244.2
2007.05.17 13:00:00,0.82273,0.82403,0.82213,0.82383,454.61
2007.05.17 17:00:00,0.82393,0.82403,0.82273,0.82303,519.04
2007.05.17 21:00:00,0.82293,0.82303,0.82163,0.82193,465.31
2007.05.18 01:00:00,0.82183,0.82423,0.82083,0.82283,1333.63
2007.05.18 05:00:00,0.82293,0.82373,0.82073,0.82183,1692.27
2007.05.18 09:00:00,0.82193,0.82593,0.82153,0.82453,1851.91
2007.05.18 13:00:00,0.82453,0.82483,0.82353,0.82393,256.28
2007.05.18 17:00:00,0.82393,0.82393,0.82393,0.82393,0
2007.05.20 21:00:00,0.82383,0.82403,0.82263,0.82343,451.23
2007.05.21 01:00:00,0.82353,0.82373,0.82193,0.82243,1046.14
2007.05.21 05:00:00,0.82233,0.82233,0.81853,0.81863,1104.31
2007.05.21 09:00:00,0.81853,0.82083,0.81823,0.82073,1283.46
2007.05.21 13:00:00,0.82063,0.82253,0.82033,0.82213,798
2007.05.21 17:00:00,0.82213,0.82333,0.82083,0.82093,673.22
2007.05.21 21:00:00,0.82103,0.82113,0.82003,0.82053,654.93
2007.05.22 01:00:00,0.82053,0.82303,0.82033,0.82223,1294.19
2007.05.22 05:00:00,0.82243,0.82253,0.82033,0.82213,918.95
2007.05.22 09:00:00,0.82223,0.82253,0.82013,0.82023,1095.54
2007.05.22 13:00:00,0.82013,0.82053,0.81883,0.81923,532.63
2007.05.22 17:00:00,0.81913,0.82113,0.81893,0.82083,676.68
2007.05.22 21:00:00,0.82073,0.82163,0.81943,0.82133,808.96
2007.05.23 01:00:00,0.82133,0.82303,0.82033,0.82273,1474.16
2007.05.23 05:00:00,0.82263,0.82683,0.82253,0.82553,1822.39
2007.05.23 09:00:00,0.82553,0.82603,0.82403,0.82463,1500.97
2007.05.23 13:00:00,0.82443,0.82463,0.82363,0.82383,420.15
2007.05.23 17:00:00,0.82403,0.82413,0.82203,0.82233,498.53
2007.05.23 21:00:00,0.82233,0.82333,0.82183,0.82303,521.03
2007.05.24 01:00:00,0.82293,0.82373,0.82203,0.82233,852.72
2007.05.24 05:00:00,0.82223,0.82333,0.82113,0.82203,1027.26
2007.05.24 09:00:00,0.82193,0.82273,0.81993,0.82073,1343.11
2007.05.24 13:00:00,0.82073,0.82113,0.81833,0.81863,787.67
2007.05.24 17:00:00,0.81853,0.81953,0.81763,0.81923,717.93
2007.05.24 21:00:00,0.81933,0.82023,0.81853,0.81943,668.56
2007.05.25 01:00:00,0.81933,0.82043,0.81783,0.81833,1238.59
2007.05.25 05:00:00,0.81833,0.82123,0.81773,0.82103,1440.55
2007.05.25 09:00:00,0.82093,0.82193,0.81863,0.81863,1316.86
2007.05.25 13:00:00,0.81863,0.81873,0.81813,0.81853,219.08
2007.05.25 17:00:00,0.81853,0.81853,0.81853,0.81853,0
2007.05.27 21:00:00,0.81903,0.81953,0.81893,0.81943,231.53
2007.05.28 01:00:00,0.81933,0.81953,0.81903,0.81913,282.28
2007.05.28 05:00:00,0.81923,0.81993,0.81913,0.81963,186.27
2007.05.28 09:00:00,0.81973,0.81993,0.81953,0.81983,94.54
2007.05.28 13:00:00,0.81973,0.81983,0.81953,0.81963,59.32
2007.05.28 17:00:00,0.81973,0.81973,0.81823,0.81833,379.81
2007.05.28 21:00:00,0.81833,0.81863,0.81643,0.81823,877.89
2007.05.29 01:00:00,0.81843,0.82043,0.81733,0.82013,1256.67
2007.05.29 05:00:00,0.82013,0.82123,0.81993,0.82023,1133.09
2007.05.29 09:00:00,0.82023,0.82093,0.81933,0.81963,1207.04
2007.05.29 13:00:00,0.81963,0.81963,0.81743,0.81893,698.27
2007.05.29 17:00:00,0.81883,0.81973,0.81803,0.81933,516.74
2007.05.29 21:00:00,0.81933,0.81993,0.81763,0.81913,779.96
2007.05.30 01:00:00,0.81903,0.81923,0.81773,0.81873,964.05
2007.05.30 05:00:00,0.81863,0.81993,0.81743,0.81953,1249.84
2007.05.30 09:00:00,0.81953,0.82273,0.81953,0.82163,2036.9
2007.05.30 13:00:00,0.82163,0.82383,0.82163,0.82363,690.61
2007.05.30 17:00:00,0.82373,0.82403,0.82233,0.82243,658.6
2007.05.30 21:00:00,0.82253,0.82453,0.82183,0.82433,695.21
2007.05.31 01:00:00,0.82423,0.82653,0.82393,0.82503,1196.4
2007.05.31 05:00:00,0.82523,0.82873,0.82383,0.82873,1790.49
2007.05.31 09:00:00,0.82873,0.82923,0.82643,0.82663,1790.06
2007.05.31 13:00:00,0.82653,0.82843,0.82643,0.82803,649.13
2007.05.31 17:00:00,0.82813,0.82923,0.82713,0.82903,524.42
2007.05.31 21:00:00,0.82913,0.82953,0.82823,0.82923,578.52
2007.06.01 01:00:00,0.82933,0.83033,0.82793,0.82833,1191.2
2007.06.01 05:00:00,0.82823,0.83143,0.82803,0.83013,2063.39
2007.06.01 09:00:00,0.83013,0.83243,0.82883,0.83213,2225.48
2007.06.01 13:00:00,0.83203,0.83303,0.83153,0.83243,499.29
2007.06.01 17:00:00,0.83243,0.83243,0.83243,0.83243,0
2007.06.03 21:00:00,0.83123,0.83253,0.83113,0.83213,385.09
2007.06.04 01:00:00,0.83223,0.83403,0.83173,0.83253,1202.37
2007.06.04 05:00:00,0.83253,0.83363,0.83213,0.83313,1084.06
2007.06.04 09:00:00,0.83333,0.83483,0.83273,0.83443,1445.98
2007.06.04 13:00:00,0.83443,0.83473,0.83343,0.83433,464.67
2007.06.04 17:00:00,0.83453,0.83493,0.83393,0.83453,401.99
2007.06.04 21:00:00,0.83443,0.83603,0.83433,0.83563,843.07
2007.06.05 01:00:00,0.83553,0.83733,0.83523,0.83703,1343.06
2007.06.05 05:00:00,0.83703,0.84073,0.83693,0.83743,1904.31
2007.06.05 09:00:00,0.83733,0.83793,0.83563,0.83573,1677.12
2007.06.05 13:00:00,0.83573,0.83803,0.83563,0.83743,565.46
2007.06.05 17:00:00,0.83723,0.83833,0.83683,0.83803,477.37
2007.06.05 21:00:00,0.83803,0.84373,0.83803,0.84373,1030.84
2007.06.06 01:00:00,0.84363,0.84393,0.84143,0.84233,1305.76
2007.06.06 05:00:00,0.84243,0.84283,0.84063,0.84183,2049.64
2007.06.06 09:00:00,0.84183,0.84403,0.84013,0.84143,2088.52
2007.06.06 13:00:00,0.84143,0.84163,0.84013,0.84103,575.92
2007.06.06 17:00:00,0.84123,0.84263,0.84033,0.84233,1270.27
2007.06.06 21:00:00,0.84233,0.84763,0.84233,0.84743,1277.11
2007.06.07 01:00:00,0.84733,0.84773,0.84533,0.84703,1673.864
2007.06.07 05:00:00,0.84703,0.84753,0.84373,0.84413,1663.16
2007.06.07 09:00:00,0.84423,0.84653,0.84143,0.84173,1772.25
2007.06.07 13:00:00,0.84183,0.84293,0.84023,0.84093,929.15
2007.06.07 17:00:00,0.84063,0.84353,0.83883,0.84273,1141.34
2007.06.07 21:00:00,0.84263,0.84453,0.84233,0.84313,959.64
2007.06.08 01:00:00,0.84323,0.84393,0.83883,0.84183,2013.67
2007.06.08 05:00:00,0.84193,0.84353,0.83673,0.84303,3109.24
2007.06.08 09:00:00,0.84313,0.84493,0.84143,0.84173,2644.8
2007.06.08 13:00:00,0.84173,0.84433,0.84123,0.84403,881.04
2007.06.08 17:00:00,0.84403,0.84403,0.84403,0.84403,0
2007.06.10 21:00:00,0.84373,0.84373,0.83943,0.84143,914.74
2007.06.11 01:00:00,0.84133,0.84463,0.84043,0.84343,1902.88
2007.06.11 05:00:00,0.84343,0.84413,0.84173,0.84173,1267.31
2007.06.11 09:00:00,0.84183,0.84353,0.84073,0.84343,1313.48
2007.06.11 13:00:00,0.84343,0.84423,0.84283,0.84383,685.25
2007.06.11 17:00:00,0.84393,0.84473,0.84283,0.84463,524.31
2007.06.11 21:00:00,0.84443,0.84443,0.84323,0.84413,605.38
2007.06.12 01:00:00,0.84413,0.84463,0.84173,0.84253,1322.38
2007.06.12 05:00:00,0.84233,0.84343,0.84153,0.84183,1067.87
2007.06.12 09:00:00,0.84183,0.84443,0.84093,0.84383,1395.39
2007.06.12 13:00:00,0.84373,0.84453,0.84023,0.84023,788.6
2007.06.12 17:00:00,0.84013,0.84133,0.83913,0.84123,1231.3
2007.06.12 21:00:00,0.84113,0.84273,0.84093,0.84113,725.77
2007.06.13 01:00:00,0.84093,0.84213,0.83783,0.83803,1605.46
2007.06.13 05:00:00,0.83783,0.84053,0.83603,0.83853,2605.63
2007.06.13 09:00:00,0.83863,0.84113,0.83853,0.84063,1927
2007.06.13 13:00:00,0.84063,0.84063,0.83933,0.84063,652.24
2007.06.13 17:00:00,0.84063,0.84123,0.83953,0.84033,697.58
2007.06.13 21:00:00,0.84023,0.84083,0.83773,0.83843,1039.16
2007.06.14 01:00:00,0.83853,0.83933,0.83643,0.83693,885.41
2007.06.14 05:00:00,0.83703,0.83833,0.83333,0.83473,1498.32
2007.06.14 09:00:00,0.83483,0.83623,0.83433,0.83493,801.19
2007.06.14 13:00:00,0.83503,0.83633,0.83473,0.83573,335.01
2007.06.14 17:00:00,0.83633,0.83693,0.83543,0.83643,376.93
2007.06.14 21:00:00,0.83633,0.83773,0.83633,0.83703,492.77
2007.06.15 01:00:00,0.83723,0.83783,0.83653,0.83653,703.5
2007.06.15 05:00:00,0.83643,0.84053,0.83563,0.84013,1366.63
2007.06.15 09:00:00,0.84003,0.84093,0.83863,0.84053,1778.74
2007.06.15 13:00:00,0.84043,0.84203,0.84023,0.84203,399.92
2007.06.15 17:00:00,0.84203,0.84203,0.84203,0.84203,0
2007.06.17 21:00:00,0.84233,0.84273,0.84163,0.84233,358.92
2007.06.18 01:00:00,0.84243,0.84533,0.84203,0.84373,1162.45
2007.06.18 05:00:00,0.84383,0.84383,0.84073,0.84173,1108.05
2007.06.18 09:00:00,0.84163,0.84283,0.83993,0.84203,1641.41
2007.06.18 13:00:00,0.84193,0.84403,0.84153,0.84273,568.9
2007.06.18 17:00:00,0.84263,0.84373,0.84213,0.84363,520.69
2007.06.18 21:00:00,0.84353,0.84383,0.84273,0.84323,592.32
2007.06.19 01:00:00,0.84333,0.84393,0.84283,0.84343,844.81
2007.06.19 05:00:00,0.84343,0.84453,0.84223,0.84343,1197.09
2007.06.19 09:00:00,0.84333,0.84643,0.84333,0.84643,1591
2007.06.19 13:00:00,0.84633,0.84713,0.84593,0.84673,438.57
2007.06.19 17:00:00,0.84683,0.84693,0.84583,0.84663,461.19
2007.06.19 21:00:00,0.84663,0.84753,0.84643,0.84683,708.14
2007.06.20 01:00:00,0.84673,0.84763,0.84623,0.84693,1142.81
2007.06.20 05:00:00,0.84703,0.84723,0.84643,0.84663,1066.54
2007.06.20 09:00:00,0.84673,0.84683,0.84423,0.84583,1728.57
2007.06.20 13:00:00,0.84583,0.84603,0.84333,0.84453,969.51
2007.06.20 17:00:00,0.84433,0.84463,0.84303,0.84393,878.36
2007.06.20 21:00:00,0.84383,0.84523,0.84373,0.84493,576.86
2007.06.21 01:00:00,0.84493,0.84663,0.84403,0.84593,1156.14
2007.06.21 05:00:00,0.84593,0.84703,0.84563,0.84693,831.45
2007.06.21 09:00:00,0.84703,0.84723,0.84593,0.84653,958.71
2007.06.21 13:00:00,0.84653,0.84763,0.84653,0.84753,389.38
2007.06.21 17:00:00,0.84743,0.84753,0.84693,0.84693,454.71
2007.06.21 21:00:00,0.84693,0.84703,0.84623,0.84663,357.26
2007.06.22 01:00:00,0.84673,0.84943,0.84663,0.84883,1265.16
2007.06.22 05:00:00,0.84873,0.84913,0.84763,0.84873,1137.07
2007.06.22 09:00:00,0.84883,0.84933,0.84773,0.84813,1403.74
2007.06.22 13:00:00,0.84823,0.84823,0.84563,0.84633,720.38
2007.06.22 17:00:00,0.84633,0.84633,0.84633,0.84633,0
2007.06.24 21:00:00,0.84943,0.84963,0.84893,0.84913,278.73
2007.06.25 01:00:00,0.84903,0.84913,0.84753,0.84753,1031.56
2007.06.25 05:00:00,0.84753,0.85003,0.84703,0.84893,1176.27
2007.06.25 09:00:00,0.84883,0.84943,0.84763,0.84783,1058.7
2007.06.25 13:00:00,0.84783,0.84853,0.84643,0.84733,649.06
2007.06.25 17:00:00,0.84753,0.84783,0.84523,0.84623,866.22
2007.06.25 21:00:00,0.84623,0.84803,0.84563,0.84793,812.71
2007.06.26 01:00:00,0.84803,0.84823,0.84603,0.84783,1562.84
2007.06.26 05:00:00,0.84783,0.85123,0.84733,0.85033,1693.65
2007.06.26 09:00:00,0.85023,0.85033,0.84683,0.84713,1473.79
2007.06.26 13:00:00,0.84713,0.84743,0.84573,0.84573,510.15
2007.06.26 17:00:00,0.84583,0.84613,0.84253,0.84433,1404.58
2007.06.26 21:00:00,0.84433,0.84443,0.84153,0.84203,994.1
2007.06.27 01:00:00,0.84183,0.84313,0.83963,0.83983,2265.36
2007.06.27 05:00:00,0.83983,0.84223,0.83763,0.84163,2208.48
2007.06.27 09:00:00,0.84173,0.84203,0.83693,0.83743,2251.67
2007.06.27 13:00:00,0.83743,0.83883,0.83563,0.83873,1194.6
2007.06.27 17:00:00,0.83863,0.84093,0.83793,0.84033,1234.83
2007.06.27 21:00:00,0.84023,0.84193,0.83933,0.84183,890.68
2007.06.28 01:00:00,0.84193,0.84493,0.84153,0.84403,1621.55
2007.06.28 05:00:00,0.84413,0.84683,0.84363,0.84613,1204.18
2007.06.28 09:00:00,0.84603,0.84713,0.84573,0.84693,1000.75
2007.06.28 13:00:00,0.84693,0.84703,0.84573,0.84643,877.62
2007.06.28 17:00:00,0.84633,0.84783,0.84623,0.84763,660.11
2007.06.28 21:00:00,0.84773,0.84873,0.84693,0.84863,707.02
2007.06.29 01:00:00,0.84873,0.85093,0.84843,0.84993,1697.08
2007.06.29 05:00:00,0.84993,0.85223,0.84943,0.85053,1969.7
2007.06.29 09:00:00,0.85063,0.85143,0.84833,0.85023,2061.71
2007.06.29 13:00:00,0.85023,0.85043,0.84666,0.84669,4751.64
2007.06.29 17:00:00,0.84669,0.84696,0.84666,0.84686,7795.58
2007.07.01 21:00:00,0.85213,0.85263,0.85133,0.85173,581.05
2007.07.02 01:00:00,0.85163,0.85573,0.85163,0.85503,1593.63
2007.07.02 05:00:00,0.85503,0.85683,0.85393,0.85623,1429.23
2007.07.02 09:00:00,0.85643,0.85993,0.85603,0.85843,1830.59
2007.07.02 13:00:00,0.85853,0.85983,0.85853,0.85863,524.41
2007.07.02 17:00:00,0.85893,0.85973,0.85803,0.85903,846.83
2007.07.02 21:00:00,0.85893,0.85923,0.85573,0.85643,1204.75
2007.07.03 01:00:00,0.85653,0.85783,0.85533,0.85653,1536.47
2007.07.03 05:00:00,0.85643,0.85693,0.85473,0.85513,1398.18
2007.07.03 09:00:00,0.85523,0.85623,0.85403,0.85523,1251.53
2007.07.03 13:00:00,0.85533,0.85543,0.85433,0.85453,415.3
2007.07.03 17:00:00,0.85453,0.85623,0.85443,0.85513,649.38
2007.07.03 21:00:00,0.85503,0.85803,0.85463,0.85743,731.42
2007.07.04 01:00:00,0.85743,0.85863,0.85693,0.85763,1034.79
2007.07.04 05:00:00,0.85753,0.85813,0.85733,0.85783,570.81
2007.07.04 09:00:00,0.85773,0.85873,0.85763,0.85793,930.44
2007.07.04 13:00:00,0.85793,0.85843,0.85703,0.85783,282.85
2007.07.04 17:00:00,0.85773,0.85843,0.85703,0.85743,560.04
2007.07.04 21:00:00,0.85733,0.85773,0.85683,0.85753,365.4
2007.07.05 01:00:00,0.85753,0.85933,0.85743,0.85863,913.15
2007.07.05 05:00:00,0.85873,0.86093,0.85763,0.85763,1303.71
2007.07.05 09:00:00,0.85773,0.85803,0.85553,0.85593,1453.5
2007.07.05 13:00:00,0.85593,0.85673,0.85583,0.85613,367.3
2007.07.05 17:00:00,0.85613,0.85663,0.85573,0.85663,353.81
2007.07.05 21:00:00,0.85673,0.85763,0.85653,0.85693,514.41
2007.07.06 01:00:00,0.85683,0.85763,0.85563,0.85713,1029.18
2007.07.06 05:00:00,0.85703,0.85743,0.85503,0.85633,1429.55
2007.07.06 09:00:00,0.85623,0.85893,0.85623,0.85693,1781.85
2007.07.06 13:00:00,0.85683,0.85803,0.85673,0.85793,280.7
2007.07.06 17:00:00,0.85793,0.85793,0.85793,0.85793,0
2007.07.08 21:00:00,0.85783,0.85863,0.85723,0.85843,333.22
2007.07.09 01:00:00,0.85843,0.86123,0.85803,0.86123,1142.02
2007.07.09 05:00:00,0.86123,0.86143,0.86023,0.86043,1114.63
2007.07.09 09:00:00,0.86043,0.86063,0.85953,0.85993,985.43
2007.07.09 13:00:00,0.85993,0.86053,0.85923,0.85993,643.81
2007.07.09 17:00:00,0.86003,0.86093,0.85953,0.85983,591.43
2007.07.09 21:00:00,0.85993,0.86033,0.85743,0.85783,651.03
2007.07.10 01:00:00,0.85783,0.85983,0.85663,0.85963,1477.81
2007.07.10 05:00:00,0.85963,0.86103,0.85923,0.85983,1271.61
2007.07.10 09:00:00,0.85983,0.86373,0.85973,0.86203,2153.62
2007.07.10 13:00:00,0.86203,0.86313,0.86123,0.86203,760.68
2007.07.10 17:00:00,0.86223,0.86223,0.85753,0.86043,1395.04
2007.07.10 21:00:00,0.86053,0.86073,0.85863,0.85993,894.64
2007.07.11 01:00:00,0.85983,0.86153,0.85833,0.86093,1955.19
2007.07.11 05:00:00,0.86093,0.86353,0.85943,0.86353,1874.84
2007.07.11 09:00:00,0.86343,0.86413,0.86133,0.86183,1961.19
2007.07.11 13:00:00,0.86173,0.86293,0.86103,0.86293,784.82
2007.07.11 17:00:00,0.86283,0.86423,0.86183,0.86283,765.04
2007.07.11 21:00:00,0.86273,0.86363,0.86083,0.86193,665.17
2007.07.12 01:00:00,0.86183,0.86303,0.86043,0.86273,1303.34
2007.07.12 05:00:00,0.86263,0.86383,0.86223,0.86323,1400.95
2007.07.12 09:00:00,0.86323,0.86533,0.86243,0.86463,1416.45
2007.07.12 13:00:00,0.86473,0.86643,0.86403,0.86633,550.45
2007.07.12 17:00:00,0.86633,0.86773,0.86563,0.86663,845.9
2007.07.12 21:00:00,0.86673,0.86753,0.86653,0.86663,526.67
2007.07.13 01:00:00,0.86673,0.86933,0.86673,0.86903,1325.8
2007.07.13 05:00:00,0.86903,0.86973,0.86723,0.86873,1351.32
2007.07.13 09:00:00,0.86883,0.86943,0.86743,0.86913,1781.6
2007.07.13 13:00:00,0.86903,0.86983,0.86843,0.86963,345.52
2007.07.13 17:00:00,0.86963,0.86963,0.86963,0.86963,0
2007.07.15 21:00:00,0.87083,0.87303,0.87083,0.87263,586.52
2007.07.16 01:00:00,0.87263,0.87423,0.87193,0.87413,1526.51
2007.07.16 05:00:00,0.87423,0.87633,0.87353,0.87373,1476.66
2007.07.16 09:00:00,0.87383,0.87423,0.87153,0.87253,1417.27
2007.07.16 13:00:00,0.87243,0.87253,0.87133,0.87193,425.97
2007.07.16 17:00:00,0.87203,0.87273,0.87093,0.87183,706.45
2007.07.16 21:00:00,0.87193,0.87423,0.87173,0.87363,661.94
2007.07.17 01:00:00,0.87353,0.87513,0.87303,0.87433,1366.29
2007.07.17 05:00:00,0.87433,0.87473,0.87303,0.87373,1492.8
2007.07.17 09:00:00,0.87363,0.87433,0.87243,0.87343,1030.63
2007.07.17 13:00:00,0.87343,0.87343,0.87193,0.87273,423.86
2007.07.17 17:00:00,0.87313,0.87613,0.87193,0.87533,939.48
2007.07.17 21:00:00,0.87523,0.87853,0.87433,0.87833,1026.75
2007.07.18 01:00:00,0.87823,0.87853,0.87453,0.87543,1414.37
2007.07.18 05:00:00,0.87543,0.87783,0.87483,0.87673,1596.17
2007.07.18 09:00:00,0.87663,0.87893,0.87623,0.87773,1704.9
2007.07.18 13:00:00,0.87773,0.87803,0.87633,0.87763,469.55
2007.07.18 17:00:00,0.87773,0.87803,0.87643,0.87753,648.31
2007.07.18 21:00:00,0.87743,0.87793,0.87633,0.87763,541.93
2007.07.19 01:00:00,0.87743,0.88083,0.87723,0.88053,1440.1
2007.07.19 05:00:00,0.88043,0.88063,0.87863,0.87933,1124.248
2007.07.19 09:00:00,0.87953,0.88103,0.87853,0.87953,1444.79
2007.07.19 13:00:00,0.87943,0.88033,0.87853,0.88013,526.2
2007.07.19 17:00:00,0.88023,0.88073,0.87953,0.87973,607.61
2007.07.19 21:00:00,0.87973,0.88143,0.87953,0.88083,813.6
2007.07.20 01:00:00,0.88093,0.88093,0.87903,0.87963,861.59
2007.07.20 05:00:00,0.87973,0.88073,0.87903,0.88013,1008.82
2007.07.20 09:00:00,0.88013,0.88353,0.87553,0.87583,2503.82
2007.07.20 13:00:00,0.87593,0.87953,0.87583,0.87953,798.74
2007.07.20 17:00:00,0.87953,0.87953,0.87953,0.87953,0
2007.07.22 21:00:00,0.88093,0.88183,0.88073,0.88083,217.01
2007.07.23 01:00:00,0.88083,0.88383,0.88083,0.88363,1077.18
2007.07.23 05:00:00,0.88363,0.88433,0.88223,0.88363,828.64
2007.07.23 09:00:00,0.88363,0.88403,0.88313,0.88373,875.95
2007.07.23 13:00:00,0.88373,0.88373,0.88213,0.88323,393.32
2007.07.23 17:00:00,0.88353,0.88493,0.88263,0.88463,914.02
2007.07.23 21:00:00,0.88453,0.88633,0.88353,0.88473,987.5
2007.07.24 01:00:00,0.88483,0.88563,0.88363,0.88533,977.16
2007.07.24 05:00:00,0.88543,0.88613,0.88423,0.88483,1126.89
2007.07.24 09:00:00,0.88473,0.88533,0.88313,0.88333,1111.56
2007.07.24 13:00:00,0.88353,0.88443,0.88083,0.88203,1115.37
2007.07.24 17:00:00,0.88223,0.88293,0.88033,0.88043,902.96
2007.07.24 21:00:00,0.88043,0.88623,0.87893,0.88583,1710.79
2007.07.25 01:00:00,0.88593,0.88723,0.88403,0.88493,1833.9
2007.07.25 05:00:00,0.88493,0.88583,0.88243,0.88443,1506.51
2007.07.25 09:00:00,0.88453,0.88563,0.88183,0.88313,2058.46
2007.07.25 13:00:00,0.88313,0.88373,0.88233,0.88373,566.18
2007.07.25 17:00:00,0.88363,0.88633,0.88253,0.88473,935.01
2007.07.25 21:00:00,0.88483,0.88503,0.88293,0.88463,917.32
2007.07.26 01:00:00,0.88473,0.88593,0.88323,0.88503,1355.037
2007.07.26 05:00:00,0.88493,0.88683,0.87903,0.87983,2221.93
2007.07.26 09:00:00,0.87993,0.87993,0.87593,0.87873,2510.21
2007.07.26 13:00:00,0.87863,0.87863,0.87073,0.87123,1461.75
2007.07.26 17:00:00,0.87113,0.87573,0.86673,0.87493,1813.96
2007.07.26 21:00:00,0.87483,0.87683,0.87333,0.87333,1400.77
2007.07.27 01:00:00,0.87303,0.87353,0.85623,0.86303,5445.48
2007.07.27 05:00:00,0.86303,0.86513,0.85793,0.86343,3447.88
2007.07.27 09:00:00,0.86333,0.86363,0.85323,0.85343,4677.46
